12, 4.4e-05
12, 4.3e-05
8, 2.8e-05
1, 6e-06
2, 8e-06
3, 8e-06
4, 7e-06
5, 1e-05
6, 9e-06
7, 1.1e-05
8, 9e-06
9, 1.1e-05
10, 1e-05
11, 1.1e-05
12, 1.1e-05
13, 1.2e-05
1, 8e-06
2, 1.5e-05
3, 8e-06
4, 9e-06
5, 1e-05
6, 1.1e-05
7, 1e-05
8, 9e-06
9, 1e-05
10, 1e-05
11, 1.2e-05
12, 1.1e-05
13, 1.2e-05
14, 1.3e-05
15, 1.4e-05
3, 2.8e-05
3, 2.9e-05
