2,0
3,0
4,1
5,2
6,3
7,5
8,8
9,14
10,25
11,52
12,98
13,194
14,385
15,769
16,1533
17,3108
18,5834
19,7775
20,11747
21,19426
22,30787
23,61447
24,108514
25,197888
26,374651
27,733694
28,1458515
29,2895319
30,5777048
